facilities,rating,rating_descriptions,review_counts,location,Price
"['internet', 'bar', 'restaurant', 'swimmingpools']",2.4,Fair,4.0,Andeman,8000
"['internet', 'swimmingpools', 'gym']",7.6,Very Good,2.0,Hallerson,27000
"['bar', 'pool', 'gym']",8.6,Excellent,4.0,Uberlandia,12800
"['bar', 'restaurant']",5.6,Good,1.0,Uberlandia,5400
"['internet', 'bar', 'restaurant', 'pool']",7.5,Very Good,35.0,Andeman,67000
"['bar', 'restaurant']",6.6,Very Good,26.0,Stokol,6000
"['internet', 'restaurant']",8.0,Excellent,7.0,Stokol,44000
"['bar', 'restaurant']",8.0,Excellent,6.0,Machlessvile,11500
"['bar', 'pool']",8.2,Excellent,152.0,Wanderland,30000
"['bar', 'restaurant']",2.0,Fair,1.0,Uberlandia,4500
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.6,Very Good,12.0,Stokol,45000
"['internet', 'restaurant', 'swimmingpools']",7.3,Very Good,25.0,Willsmian,20000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.2,Very Good,23.0,Willsmian,24500
"['bar', 'restaurant', 'swimmingpools']",8.9,Excellent,3.0,Willsmian,20000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.8,Very Good,14.0,Hallerson,9750
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.8,Very Good,14.0,Machlessvile,9750
"['bar', 'restaurant', 'gym']",5.7,Good,6.0,Hallerson,7350
"['intrnet', 'bar', 'restaurant', 'gym']",6.5,Very Good,32.0,Wanderland,15000
"['internet', 'bar', 'restaurant']",4.4,Good,1.0,Hallerson,6700
"['bar', 'restaurant']",6.0,Very Good,3.0,Hallerson,8000
"['bar', 'restaurant']",7.8,Very Good,2.0,Hallerson,11000
"['intrnet', 'bar', 'restaurant']",7.4,Very Good,18.0,Uberlandia,15000
"['internet', 'bar', 'restaurant', 'gym']",8.4,Excellent,10.0,Willsmian,25800
"['bar', 'restaurant', 'swimmingpools']",4.9,Good,6.0,Andeman,12850
"['internet', 'bar', 'restaurant', 'pool']",7.8,Very Good,5.0,Hallerson,25000
['bar'],,,,Hallerson,25000
"['bar', 'restaurant']",,,,Uberlandia,6000
['internet'],7.7,Very Good,18.0,Uberlandia,20000
"['internet', 'bar', 'restaurant']",8.2,Excellent,20.0,Hallerson,20000
"['intrnet', 'bar', 'restaurant']",8.1,Excellent,31.0,Machlessvile,14000
"['bar', 'restaurant', 'pool', 'gym']",3.7,Fair,2.0,Stokol,45000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.7,Very Good,6.0,Wanderland,44203
[],,,,Wanderland,12500
"['internet', 'bar', 'pool', 'gym']",8.2,Excellent,13.0,Ubisville,32000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.9,Very Good,10.0,Stokol,10000
"['bar', 'restaurant']",6.5,Very Good,12.0,Andeman,10000
"['bar', 'restaurant']",6.0,Very Good,8.0,Machlessvile,8500
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.6,Very Good,13.0,Wanderland,20000
"['bar', 'restaurant']",7.3,Very Good,32.0,Andeman,13500
['bar'],7.2,Very Good,1.0,Andeman,2500
"['intrnet', 'bar']",6.9,Very Good,10.0,Stokol,18000
"['internet', 'bar', 'restaurant']",9.6,Excellent,2.0,Wanderland,15000
"['bar', 'restaurant']",7.1,Very Good,3.0,Stokol,9000
"['internet', 'bar', 'pool', 'gym']",6.4,Very Good,40.0,Hallerson,14000
['bar'],,,,Hallerson,6000
"['bar', 'restaurant', 'gym']",5.7,Good,6.0,Stokol,7350
"['restaurant', 'pool']",8.1,Excellent,3.0,Wanderland,7000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.9,Excellent,19.0,Stokol,35000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",5.1,Good,13.0,Wanderland,88800
[],6.3,Very Good,46.0,Uberlandia,35000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.5,Excellent,4.0,Stokol,49900
"['intrnet', 'bar', 'restaurant', 'gym']",6.5,Very Good,32.0,Uberlandia,15000
"['bar', 'pool']",8.2,Excellent,152.0,Andeman,30000
"['restaurant', 'swimmingpools']",6.2,Very Good,21.0,Andeman,19000
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,36.0,Uberlandia,30000
"['bar', 'restaurant']",,,,Machlessvile,3300
"['bar', 'restaurant']",6.7,Very Good,29.0,Andeman,10000
['intrnet'],7.7,Very Good,18.0,Uberlandia,20000
"['internet', 'restaurant']",7.2,Very Good,30.0,Willsmian,20000
['bar'],7.9,Very Good,3.0,Willsmian,15000
"['bar', 'restaurant']",8.1,Excellent,6.0,Stokol,82400
"['bar', 'restaurant']",9.6,Excellent,2.0,Machlessvile,12800
[],,,,Hallerson,53475
"['bar', 'restaurant']",6.5,Very Good,12.0,Wanderland,10000
['bar'],,,,Andeman,5000
['bar'],,,,Wanderland,25000
['bar'],9.6,Excellent,2.0,Andeman,8000
"['bar', 'restaurant']",4.2,Good,4.0,Machlessvile,4500
"['internet', 'bar', 'restaurant', 'pool']",7.2,Very Good,23.0,Machlessvile,24500
['internet'],8.4,Excellent,3.0,Stokol,10000
"['bar', 'restaurant']",6.8,Very Good,3.0,Uberlandia,23000
"['intrnet', 'bar', 'restaurant']",7.4,Very Good,18.0,Ubisville,15000
"['internet', 'bar', 'restaurant']",9.6,Excellent,2.0,Stokol,15000
"['internet', 'bar', 'restaurant']",7.9,Very Good,10.0,Wanderland,59000
"['bar', 'restaurant']",,,,Uberlandia,3600
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.9,Very Good,10.0,Stokol,10000
"['intrnet', 'bar', 'swimmingpools', 'gym']",9.6,Excellent,3.0,Uberlandia,55000
[],,,,Hallerson,2500
"['bar', 'restaurant']",8.0,Excellent,6.0,Hallerson,11500
"['bar', 'pool']",10.0,Excellent,1.0,Machlessvile,25000
"['bar', 'restaurant']",4.9,Good,3.0,Uberlandia,9000
"['internet', 'restaurant', 'swimmingpools']",9.1,Excellent,12.0,Willsmian,37200
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,8.0,Ubisville,66500
"['bar', 'restaurant']",6.3,Very Good,17.0,Wanderland,7000
"['intrnet', 'bar', 'restaurant']",5.6,Good,50.0,Stokol,5000
"['intrnet', 'bar', 'restaurant', 'gym']",10.0,Excellent,1.0,Wanderland,13000
"['intrnet', 'bar', 'restaurant', 'pool']",10.0,Excellent,1.0,Willsmian,15000
"['bar', 'restaurant']",,,,Machlessvile,2000
['bar'],,,,Machlessvile,5000
['bar'],,,,Andeman,3500
"['intrnet', 'bar', 'restaurant']",,,,Andeman,15000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",5.0,Good,10.0,Hallerson,35000
"['intrnet', 'restaurant']",4.9,Good,30.0,Hallerson,19720
"['internet', 'restaurant', 'pool', 'gym']",9.1,Excellent,3.0,Uberlandia,25000
"['internet', 'bar', 'restaurant']",8.6,Excellent,2.0,Andeman,9000
"['bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,10.0,Hallerson,63000
"['bar', 'restaurant']",8.0,Excellent,1.0,Andeman,7000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.7,Very Good,7.0,Andeman,24700
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,6.0,Stokol,25000
"['bar', 'restaurant']",8.4,Excellent,6.0,Andeman,10000
['internet'],8.9,Excellent,11.0,Hallerson,18000
['restaurant'],,,,Andeman,4175
"['internet', 'restaurant']",8.0,Excellent,7.0,Wanderland,44000
"['bar', 'restaurant', 'pool']",7.1,Very Good,7.0,Ubisville,12500
"['internet', 'restaurant', 'pool', 'gym']",9.1,Excellent,3.0,Machlessvile,25000
"['bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,10.0,Machlessvile,63000
"['bar', 'restaurant']",6.0,Very Good,8.0,Ubisville,8500
['bar'],,,,Wanderland,6000
"['internet', 'bar', 'restaurant']",8.1,Excellent,32.0,Stokol,92000
[],,,,Hallerson,2000
"['bar', 'restaurant']",7.3,Very Good,7.0,Stokol,13500
"['bar', 'restaurant']",5.0,Good,4.0,Uberlandia,3500
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",5.0,Good,10.0,Andeman,35000
[],,,,Machlessvile,2500
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.6,Excellent,8.0,Uberlandia,108900
"['bar', 'restaurant']",6.3,Very Good,34.0,Andeman,11500
"['bar', 'restaurant']",8.1,Excellent,18.0,Willsmian,15500
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,38.0,Hallerson,19000
"['bar', 'restaurant']",,,,Wanderland,6000
"['bar', 'restaurant', 'swimmingpools', 'gym']",5.7,Good,37.0,Uberlandia,30000
[],,,,Stokol,6000
"['internet', 'bar']",7.4,Very Good,40.0,Stokol,13000
"['bar', 'restaurant']",,,,Machlessvile,4500
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.7,Very Good,46.0,Ubisville,23000
['restaurant'],,,,Andeman,5000
"['bar', 'restaurant', 'gym']",7.0,Very Good,18.0,Wanderland,60500
"['internet', 'bar', 'restaurant']",6.3,Very Good,12.0,Wanderland,15000
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.6,Excellent,8.0,Willsmian,108900
['bar'],7.6,Very Good,1.0,Hallerson,5000
[],2.3,Fair,2.0,Hallerson,3200
"['internet', 'restaurant']",4.9,Good,30.0,Willsmian,19720
['bar'],7.2,Very Good,1.0,Wanderland,2500
"['internet', 'bar', 'restaurant']",,,,Willsmian,10000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,8.0,Stokol,66500
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,8.0,Willsmian,66500
[],,,,Willsmian,30000
"['bar', 'restaurant']",9.6,Excellent,1.0,Uberlandia,8000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.9,Excellent,19.0,Hallerson,35000
"['bar', 'restaurant']",7.6,Very Good,2.0,Ubisville,10000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,9.0,Machlessvile,25000
"['internet', 'bar', 'restaurant']",7.7,Very Good,11.0,Andeman,15000
[],,,,Andeman,3795
"['internet', 'bar', 'restaurant']",,,,Ubisville,15000
"['internet', 'bar', 'restaurant']",8.1,Excellent,4.0,Machlessvile,30500
['restaurant'],,,,Willsmian,13160
"['intrnet', 'bar', 'swimmingpools', 'gym']",6.4,Very Good,40.0,Machlessvile,14000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",6.8,Very Good,14.0,Ubisville,9750
"['internet', 'bar', 'restaurant', 'gym']",8.4,Excellent,10.0,Wanderland,25800
"['bar', 'restaurant', 'swimmingpools']",7.9,Very Good,6.0,Ubisville,9000
"['intrnet', 'bar', 'restaurant']",6.8,Very Good,21.0,Stokol,8800
"['intrnet', 'restaurant']",,,,Wanderland,14904
"['bar', 'restaurant']",6.7,Very Good,29.0,Andeman,10000
"['internet', 'bar', 'restaurant']",8.0,Excellent,8.0,Hallerson,40000
"['bar', 'restaurant']",8.1,Excellent,36.0,Uberlandia,3800
"['bar', 'pool', 'gym']",8.6,Excellent,4.0,Machlessvile,12800
['restaurant'],,,,Stokol,8500
"['intrnet', 'restaurant', 'swimmingpools']",6.4,Very Good,2.0,Stokol,6000
"['bar', 'restaurant']",7.2,Very Good,9.0,Stokol,15650
"['bar', 'restaurant']",5.8,Good,10.0,Hallerson,3000
"['bar', 'restaurant']",6.7,Very Good,29.0,Uberlandia,10000
"['internet', 'restaurant']",7.2,Very Good,30.0,Stokol,20000
['restaurant'],8.2,Excellent,7.0,Stokol,4000
"['bar', 'restaurant', 'pool', 'gym']",7.8,Very Good,351.0,Stokol,30000
[],8.3,Excellent,4.0,Ubisville,35000
[],2.3,Fair,2.0,Machlessvile,3200
"['bar', 'restaurant', 'swimmingpools', 'gym']",9.3,Excellent,3.0,Ubisville,88600
"['bar', 'restaurant']",6.4,Very Good,5.0,Wanderland,6000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,6.0,Uberlandia,25000
"['internet', 'bar', 'swimmingpools', 'gym']",6.9,Very Good,12.0,Uberlandia,20000
"['internet', 'restaurant', 'swimmingpools']",5.9,Good,14.0,Andeman,17000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.5,Excellent,11.0,Hallerson,30000
"['pool', 'gym']",,,,Stokol,16100
"['internet', 'bar', 'restaurant']",2.0,Fair,1.0,Wanderland,4000
"['intrnet', 'bar', 'restaurant']",8.1,Excellent,31.0,Willsmian,14000
"['intrnet', 'bar', 'restaurant', 'pool']",8.7,Excellent,17.0,Hallerson,60000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.8,Very Good,28.0,Wanderland,49500
[],,,,Hallerson,2000
"['internet', 'bar', 'swimmingpools', 'gym']",8.2,Excellent,13.0,Stokol,32000
"['bar', 'restaurant']",8.0,Excellent,3.0,Willsmian,11800
"['intrnet', 'bar', 'restaurant', 'pool']",,,,Andeman,15000
"['internet', 'restaurant']",7.8,Very Good,15.0,Stokol,17483
[],8.4,Excellent,1.0,Hallerson,48200
"['restaurant', 'pool', 'gym']",6.2,Very Good,30.0,Stokol,17999
[],,,,Uberlandia,3040
['intrnet'],,,,Uberlandia,25000
"['intrnet', 'bar', 'restaurant']",8.3,Excellent,18.0,Andeman,30000
"['restaurant', 'gym']",5.6,Good,1.0,Wanderland,15500
"['internet', 'restaurant']",8.3,Excellent,6.0,Ubisville,25000
"['internet', 'bar', 'restaurant', 'pool']",2.4,Fair,4.0,Stokol,8000
"['bar', 'restaurant']",,,,Willsmian,7000
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.8,Excellent,2.0,Wanderland,20000
[],6.4,Very Good,1.0,Stokol,10000
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,8.0,Machlessvile,20000
"['internet', 'bar', 'restaurant']",8.3,Excellent,18.0,Hallerson,30000
"['bar', 'restaurant']",7.2,Very Good,9.0,Andeman,15650
"['bar', 'restaurant', 'swimmingpools']",7.3,Very Good,41.0,Andeman,11000
"['intrnet', 'bar', 'restaurant']",6.8,Very Good,4.0,Andeman,18000
"['intrnet', 'bar', 'restaurant']",6.3,Very Good,12.0,Andeman,15000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.8,Very Good,5.0,Ubisville,25000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.9,Very Good,23.0,Andeman,17000
"['bar', 'restaurant', 'pool']",7.3,Very Good,41.0,Stokol,11000
"['bar', 'restaurant']",6.4,Very Good,3.0,Wanderland,10000
"['restaurant', 'gym']",,,,Willsmian,36000
[],,,,Willsmian,4500
[],6.0,Very Good,43.0,Hallerson,15000
"['bar', 'restaurant']",6.7,Very Good,29.0,Stokol,10000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.7,Very Good,6.0,Uberlandia,44203
"['bar', 'restaurant']",9.6,Excellent,2.0,Willsmian,12800
['restaurant'],6.1,Very Good,24.0,Stokol,5000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",,,,Machlessvile,100000
[],,,,Andeman,4000
"['bar', 'restaurant', 'pool']",7.9,Very Good,6.0,Willsmian,9000
"['internet', 'restaurant']",8.0,Excellent,7.0,Andeman,44000
"['internet', 'restaurant', 'swimmingpools']",6.3,Very Good,14.0,Andeman,15000
"['internet', 'bar', 'gym']",7.5,Very Good,16.0,Hallerson,17000
"['internet', 'bar', 'restaurant']",8.2,Excellent,20.0,Ubisville,20000
"['bar', 'restaurant']",6.4,Very Good,3.0,Andeman,10000
"['bar', 'restaurant']",7.8,Very Good,4.0,Stokol,10000
"['internet', 'bar', 'restaurant']",8.3,Excellent,21.0,Machlessvile,12000
"['bar', 'restaurant']",7.6,Very Good,9.0,Hallerson,9000
"['bar', 'restaurant']",9.6,Excellent,3.0,Wanderland,9200
['internet'],8.9,Excellent,11.0,Stokol,18000
"['internet', 'restaurant']",4.9,Good,30.0,Machlessvile,19720
[],2.3,Fair,2.0,Wanderland,3200
"['bar', 'restaurant', 'pool', 'gym']",8.7,Excellent,5.0,Willsmian,33000
['bar'],,,,Stokol,2500
"['bar', 'restaurant', 'swimmingpools']",7.6,Very Good,2.0,Andeman,18000
[],,,,Willsmian,17250
"['bar', 'restaurant']",6.7,Very Good,50.0,Machlessvile,18000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",10.0,Excellent,2.0,Stokol,25000
"['bar', 'restaurant']",5.6,Good,2.0,Wanderland,4000
"['restaurant', 'swimmingpools']",8.1,Excellent,3.0,Hallerson,7000
"['internet', 'bar', 'restaurant']",7.7,Very Good,125.0,Wanderland,9800
"['internet', 'bar', 'restaurant']",7.4,Very Good,18.0,Wanderland,15000
"['internet', 'bar']",6.9,Very Good,10.0,Hallerson,18000
"['bar', 'restaurant']",,,,Stokol,4000
[],,,,Machlessvile,3200
"['intrnet', 'bar', 'restaurant']",,,,Stokol,15000
"['bar', 'restaurant']",8.4,Excellent,3.0,Willsmian,12000
"['restaurant', 'pool']",,,,Wanderland,80500
"['bar', 'restaurant']",8.9,Excellent,5.0,Uberlandia,17000
"['bar', 'restaurant']",8.0,Excellent,1.0,Stokol,7000
"['bar', 'restaurant']",5.5,Good,3.0,Stokol,10000
['intrnet'],8.1,Excellent,57.0,Stokol,21500
"['internet', 'bar', 'restaurant']",5.8,Good,8.0,Ubisville,6000
['restaurant'],,,,Hallerson,7000
"['bar', 'restaurant']",7.2,Very Good,2.0,Andeman,15000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,8.0,Hallerson,66500
"['bar', 'restaurant']",8.5,Excellent,3.0,Wanderland,8000
['restaurant'],,,,Hallerson,6175
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.1,Very Good,4.0,Wanderland,10000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.5,Excellent,11.0,Willsmian,30000
"['bar', 'restaurant']",7.7,Very Good,40.0,Wanderland,20000
"['bar', 'restaurant']",,,,Machlessvile,7500
[],6.0,Very Good,43.0,Hallerson,15000
['bar'],,,,Andeman,4500
[],7.6,Very Good,1.0,Uberlandia,11000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,6.0,Uberlandia,25000
"['bar', 'restaurant']",5.0,Good,4.0,Andeman,3500
['swimmingpools'],8.8,Excellent,1.0,Machlessvile,35000
"['intrnet', 'bar', 'restaurant']",9.1,Excellent,3.0,Wanderland,8000
['restaurant'],4.9,Good,4.0,Wanderland,6000
"['internet', 'bar', 'restaurant']",7.7,Very Good,8.0,Uberlandia,20000
"['intrnet', 'bar', 'restaurant', 'gym']",9.4,Excellent,5.0,Ubisville,12000
['bar'],,,,Wanderland,3500
['bar'],5.8,Good,2.0,Willsmian,25000
"['bar', 'restaurant']",7.3,Very Good,7.0,Machlessvile,13500
"['restaurant', 'gym']",5.6,Good,1.0,Wanderland,15500
[],,,,Stokol,3500
"['bar', 'restaurant']",,,,Stokol,3000
"['intrnet', 'restaurant', 'pool']",6.3,Very Good,14.0,Wanderland,15000
"['internet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,15.0,Machlessvile,35000
"['bar', 'restaurant']",8.3,Excellent,5.0,Hallerson,8000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.1,Very Good,4.0,Hallerson,10000
['restaurant'],8.4,Excellent,4.0,Uberlandia,15000
"['intrnet', 'bar', 'restaurant']",6.7,Very Good,1.0,Andeman,3000
"['internet', 'restaurant', 'pool', 'gym']",9.1,Excellent,3.0,Stokol,25000
"['bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,38.0,Hallerson,19000
"['internet', 'bar']",6.7,Very Good,10.0,Hallerson,35000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.3,Very Good,23.0,Hallerson,28000
['restaurant'],,,,Willsmian,14000
"['internet', 'bar']",6.9,Very Good,10.0,Wanderland,18000
"['bar', 'restaurant']",8.8,Excellent,1.0,Ubisville,8000
"['bar', 'restaurant']",6.9,Very Good,17.0,Hallerson,13500
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",6.7,Very Good,10.0,Wanderland,40191
"['internet', 'bar', 'restaurant']",5.6,Good,50.0,Uberlandia,5000
"['restaurant', 'pool']",6.2,Very Good,21.0,Hallerson,19000
"['internet', 'bar', 'restaurant']",6.8,Very Good,94.0,Andeman,17500
"['internet', 'bar', 'restaurant']",10.0,Excellent,1.0,Stokol,20000
"['bar', 'restaurant']",8.3,Excellent,11.0,Uberlandia,15000
"['bar', 'restaurant']",6.4,Very Good,34.0,Machlessvile,5500
['restaurant'],7.1,Very Good,68.0,Uberlandia,20000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.5,Very Good,35.0,Willsmian,67000
"['bar', 'restaurant', 'pool', 'gym']",5.5,Good,3.0,Wanderland,7700
"['internet', 'restaurant', 'swimmingpools']",8.2,Excellent,97.0,Andeman,16000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,6.0,Machlessvile,25000
['restaurant'],6.5,Very Good,2.0,Stokol,5200
"['bar', 'restaurant']",7.4,Very Good,50.0,Stokol,20000
"['bar', 'restaurant']",4.3,Good,2.0,Wanderland,10000
"['intrnet', 'bar', 'restaurant']",8.1,Excellent,3.0,Andeman,8000
['bar'],7.9,Very Good,12.0,Uberlandia,25000
"['intrnet', 'bar', 'restaurant']",7.2,Very Good,39.0,Andeman,9200
"['bar', 'restaurant']",7.3,Very Good,7.0,Ubisville,13500
"['internet', 'bar', 'restaurant']",6.6,Very Good,16.0,Machlessvile,13000
"['bar', 'restaurant']",7.3,Very Good,6.0,Andeman,6000
"['bar', 'restaurant']",,,,Wanderland,2000
"['internet', 'bar', 'restaurant', 'swimmingpools']",8.0,Excellent,25.0,Uberlandia,25000
['restaurant'],6.0,Very Good,79.0,Hallerson,5500
"['internet', 'bar', 'restaurant']",7.0,Very Good,23.0,Uberlandia,20000
"['bar', 'restaurant']",8.1,Excellent,36.0,Hallerson,3800
"['bar', 'restaurant']",7.0,Very Good,24.0,Hallerson,12000
"['bar', 'restaurant']",8.0,Excellent,3.0,Hallerson,11800
"['bar', 'restaurant', 'swimmingpools']",7.9,Very Good,6.0,Machlessvile,9000
"['internet', 'bar', 'restaurant']",,,,Stokol,15000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.3,Very Good,23.0,Andeman,28000
"['bar', 'restaurant']",7.3,Very Good,13.0,Andeman,7000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.8,Very Good,351.0,Andeman,30000
"['internet', 'bar', 'restaurant']",9.4,Excellent,2.0,Wanderland,12000
"['bar', 'restaurant']",8.9,Excellent,5.0,Willsmian,17000
['restaurant'],,,,Stokol,2300
"['bar', 'restaurant']",,,,Wanderland,5000
['bar'],7.6,Very Good,1.0,Ubisville,5000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.3,Excellent,11.0,Hallerson,27000
['bar'],,,,Hallerson,3500
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.4,Very Good,145.0,Uberlandia,17000
[],,,,Wanderland,8000
"['intrnet', 'restaurant']",7.2,Very Good,30.0,Uberlandia,20000
[],,,,Machlessvile,3500
"['bar', 'restaurant', 'pool', 'gym']",10.0,Excellent,1.0,Stokol,25000
"['restaurant', 'pool']",,,,Hallerson,10000
"['restaurant', 'swimmingpools']",,,,Ubisville,29000
[],,,,Andeman,2500
"['internet', 'bar', 'restaurant']",8.1,Excellent,4.0,Uberlandia,30500
"['internet', 'bar', 'restaurant', 'swimmingpools']",5.8,Good,6.0,Uberlandia,25000
"['bar', 'restaurant']",6.7,Very Good,50.0,Andeman,18000
[],,,,Stokol,53475
"['internet', 'bar', 'restaurant']",,,,Machlessvile,54450
"['internet', 'bar', 'restaurant']",8.0,Excellent,8.0,Machlessvile,40000
"['internet', 'restaurant', 'swimmingpools']",9.1,Excellent,12.0,Uberlandia,37200
['restaurant'],,,,Wanderland,4175
"['internet', 'swimmingpools', 'gym']",7.6,Very Good,2.0,Ubisville,27000
"['bar', 'restaurant', 'pool', 'gym']",3.7,Fair,2.0,Willsmian,45000
"['bar', 'restaurant']",7.0,Very Good,24.0,Stokol,12000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.7,Very Good,14.0,Wanderland,18000
"['bar', 'restaurant']",6.0,Very Good,1.0,Willsmian,7900
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,2.0,Willsmian,37250
[],,,,Hallerson,2500
"['bar', 'restaurant']",6.5,Very Good,7.0,Wanderland,4500
[],,,,Hallerson,4025
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,125.0,Willsmian,9800
"['bar', 'restaurant']",8.3,Excellent,5.0,Uberlandia,8000
"['bar', 'restaurant']",9.4,Excellent,3.0,Wanderland,20000
[],,,,Hallerson,3900
"['bar', 'restaurant', 'pool']",5.2,Good,28.0,Ubisville,40326
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.9,Very Good,7.0,Andeman,10000
[],,,,Andeman,6000
[],8.4,Excellent,1.0,Willsmian,48200
['bar'],7.6,Very Good,1.0,Andeman,5000
['internet'],8.1,Excellent,57.0,Uberlandia,21500
[],,,,Andeman,7500
"['bar', 'restaurant']",4.2,Good,4.0,Ubisville,4500
"['intrnet', 'restaurant', 'gym']",5.6,Good,4.0,Machlessvile,13000
"['bar', 'restaurant']",9.4,Excellent,3.0,Willsmian,20000
"['swimmingpools', 'gym']",,,,Ubisville,16100
"['internet', 'bar', 'restaurant', 'swimmingpools']",9.8,Excellent,4.0,Andeman,64800
"['bar', 'pool']",8.2,Excellent,152.0,Stokol,30000
[],,,,Willsmian,4500
"['bar', 'restaurant']",7.3,Very Good,6.0,Ubisville,6000
"['bar', 'restaurant']",7.8,Very Good,2.0,Machlessvile,11000
"['bar', 'restaurant', 'gym']",6.9,Very Good,6.0,Wanderland,17200
['restaurant'],,,,Stokol,14000
"['swimmingpools', 'gym']",,,,Stokol,16100
"['bar', 'restaurant']",,,,Stokol,3600
"['bar', 'restaurant']",,,,Willsmian,2500
"['internet', 'bar']",7.7,Very Good,34.0,Hallerson,12750
"['bar', 'restaurant']",4.3,Good,2.0,Andeman,10000
"['internet', 'bar', 'restaurant']",6.8,Very Good,1.0,Andeman,17000
"['internet', 'bar', 'restaurant']",,,,Hallerson,7000
"['bar', 'restaurant', 'gym']",7.0,Very Good,18.0,Stokol,60500
"['bar', 'restaurant', 'pool', 'gym']",10.0,Excellent,1.0,Stokol,36000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.4,Excellent,226.0,Uberlandia,43000
[],,,,Stokol,3795
"['internet', 'bar', 'restaurant', 'gym']",7.4,Very Good,28.0,Wanderland,40000
"['bar', 'restaurant']",7.4,Very Good,50.0,Hallerson,20000
"['internet', 'restaurant']",8.0,Excellent,2.0,Hallerson,18000
"['bar', 'restaurant']",,,,Andeman,7452
"['internet', 'swimmingpools', 'gym']",7.6,Very Good,2.0,Machlessvile,27000
"['bar', 'restaurant', 'pool', 'gym']",7.0,Very Good,17.0,Uberlandia,16200
"['internet', 'bar', 'restaurant', 'pool', 'gym']",,,,Hallerson,100000
['internet'],8.1,Excellent,57.0,Hallerson,21500
['swimmingpools'],,,,Wanderland,20000
"['internet', 'bar', 'restaurant', 'pool']",7.5,Very Good,40.0,Uberlandia,16500
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",,,,Andeman,14000
"['internet', 'bar', 'restaurant']",,,,Stokol,10000
